"USGS","GloFAS","NWS3.0","PPT","SOIL","PCA","PPT_sq","SOIL_sq","PPT_x_SOIL","PPT_lag1","PPT_lag2","PPT_lag3","SOIL_lag1","SOIL_lag2","SOIL_lag3","intercept"
-0.469078337438114,-1.92976708341015,-0.517773414968507,0,2.60532289525081,-0.609337781540724,0,1.27857471738167,0,0,0,0,2.67360745234219,2.75653607557742,2.81531822590153,1
-0.481306188628885,-2.02816792829169,-0.52474610399172,0,2.55341146621815,-0.666626753919605,0,1.22813075999453,0,0,0,0,2.60593807930574,2.67343814810699,2.75633256007028,1
-0.486265945356069,-2.13891102784317,-0.534962431365713,0,2.49498910945507,-0.729202009599871,0,1.1725741317386,0,0,0,0,2.55401439264334,2.60577306018406,2.67324076773336,1
-0.501387802840234,-2.2653201981143,-0.546957496771827,0,2.43967442610907,-0.796407159226015,0,1.12115781324649,0,0,0,0,2.49557824085225,2.55385266155112,2.60558067553489,1
-0.509088823008412,-2.41226426854593,-0.563316932587425,0,2.41289071351678,-0.867585813442528,0,1.09667591151374,0,0,0,0,2.44025049628023,2.49542021018657,2.55366411019343,1
-0.511677089219871,-2.41226426854593,-0.577556877446349,0,2.38238745440484,-0.942081582893902,0,1.06912328219871,0,0,0,0,2.41346045936132,2.44009596920349,2.49523597290627,1
-0.522138547894591,-2.58729264389015,-0.595156540106073,0,2.34269148778897,-1.01923807822463,0,1.03379207710921,0,0,0,0,2.38294999764172,2.41330762874406,2.4399158165209,1
-0.532777332761678,-2.58729264389015,-0.610584227228044,0,2.31075838893939,-1.0983989100792,0,1.00580103251565,0,0,0,0,2.34324465778243,2.38279909907712,2.41312945384901,1
-0.538164894575192,-2.80305416782337,-0.627739330096302,0,2.26719311447516,-1.17890768910211,0,0.968233329457528,0,0,0,0,2.31130401870309,2.34309627352941,2.38262317663179,1
-0.54087601925381,-2.80305416782337,-0.644914653032144,0,2.22640182030846,-1.26010802593786,0,0.933705887337856,0,0,0,0,2.26772845735186,2.31115765706766,2.34292328235015,1
-0.54907983044187,-2.80305416782337,-0.663482876864646,0,2.19904381785596,-1.34134353123092,0,0.910900135468834,0,0,0,0,2.2269275313066,2.26758485510697,2.31098702392166,1
-0.546333397458846,-2.58729264389015,-0.684101756392556,0.101275410506333,2.19145262573347,-1.42195781562579,0.00138076456202347,0.904622058829394,0.0529683262088824,0,0,0,2.19956306892281,2.22678651275049,2.26741743894802,1
-0.554608640320278,-2.58729264389015,-0.700767450349558,0.00539743007855345,2.18247433467983,-1.50129448976697,3.92180194518984e-06,0.897224844420442,0.00281135909003799,0.101286731368145,0,0,2.19197008432371,2.19942378320125,2.22662210873979,1
-0.54907983044187,-2.2653201981143,-0.721533460203488,0,2.17052794438881,-1.57869716429895,0,0.887429299646618,0,0.00539803341908549,0.101283593141145,0,2.18298967326356,2.19183127942234,2.19926139938534,1
-0.543598823803872,-1.76113178062393,-0.739713495468356,0,2.18394129693447,-1.65350944986621,0,0.898431399112663,0,0,0.00539786616860765,0.101283593141145,2.17104046212111,2.18285143704015,2.19166945616222,1
-0.54907983044187,-1.84133825416429,-0.760610409318564,0.0884197209211848,2.2028303487197,-1.72507495711327,0.00105247039245042,0.914039791890013,0.0464847330944652,0,0,0.00539786616860765,2.1844569819059,2.17090298257276,2.18269027676325,1
-0.562993114214248,-1.92976708341015,-0.778147285629458,0,2.15445681244668,-1.79273729668458,0,0.874336453993892,0,0.088429604736387,0,0,2.20335049388432,2.18431865276624,2.1707427044522,1
